names,category,weight
utweej,Fr,0.5
sosovw,Ot,0.5
jhvdkm,Fr,0.5
etcvrq,Ot,0.5
kgsdpu,Fy,0.5
jhtlbm,Ot,0.5
ghptkp,Ot,0.5
gugfly,Ot,0.5
iatlaz,Ot,0.5
wjnkzm,Fy,0.5
ggfpnp,Fy,0.5
jvfojc,Fy,0.5
gmmirh,Ot,0.5
dsvgcg,Ot,0.5
ngtqqn,Fr,0.5
gialgu,Ot,0.5
fikugf,Ot,0.5
ggplrj,Ot,0.5
jqmxgg,Fr,0.5
uprhdq,Ot,0.5
ilihkt,Fy,0.5
hdmpsk,Fr,0.5
julpds,Ot,0.5
wysdxs,Ot,0.5
leegvr,Ot,0.5
lovsfo,Fr,0.5
szyque,Ot,0.5
kysdfk,Ot,0.5
oxwysg,Ot,0.5
oqechv,Sp,0.5
qvmozd,Ot,0.5
zylsxp,Ot,0.5
gufvee,Ot,0.5
umazjq,Ot,0.5
fipsnv,Fr,0.5
traaoo,St,1.0
qcvfin,Ot,0.5
pqyeqb,Ot,0.5
wtaxew,Fr,0.5
kwrsko,Fr,0.5
empfcf,Ot,0.5
csevrm,Ot,0.5
yrajso,Fr,0.5
ihzjvk,Fr,0.5
pnqhdy,Ot,0.5
sfswxy,Fy,0.5
nmgqcs,Ot,0.5
hrpszi,St,1.0
eqssgk,Ot,0.5
xcuucr,Fy,0.5
lybmof,Fr,0.5
bvtvpd,Fr,0.5
ckhikz,Sp,0.5
ukmygt,Ot,0.5
bdsjms,Fy,0.5
ryhjxb,Ot,0.5
kwrkdd,Fy,0.5
jwlzfp,Fr,0.5
ybswmy,Ot,0.5
zvcsch,Ot,0.5
paijtr,Fr,0.5
lbhahk,Ot,0.5
joqkru,Fy,0.5
mymzap,Ot,0.5
lagprc,Fy,0.5
bbjven,Ot,0.5
lrqfwb,Fy,0.5
wruzny,Fy,0.5
iaorpu,Ot,0.5
pekueb,Ot,0.5
cjfunr,Ot,0.5
goycti,Ot,0.5
fmljsw,Fr,0.5
doglvj,Ot,0.5
sqbxzh,Ot,0.5
ecvkvx,Fr,0.5
xbyajw,Sp,0.5
pffkxp,Fy,0.5
tdhlus,Ot,0.5
mfmodt,Ot,0.5
ybmwgs,Ot,0.5
apadln,Fr,0.5
ymhpmm,Fr,0.5
uvelrv,Ot,0.5
zrloxu,Fr,0.5
qgrtwl,Ot,0.5
iilpcv,Ot,0.5
adkfgn,Ot,0.5
cqkuht,Ot,0.5
xtsvaa,Ot,0.5
wmbdrk,Fy,0.5
ywtfbp,Fy,0.5
uxewep,Ot,0.5
xqaezs,Sp,0.5
eavjti,St,1.0
zdkkij,Fy,0.5
xqjscg,Fy,0.5
nvqiru,Fy,0.5
phluyk,Fr,0.5
xkdyci,Ot,0.5
ubjqhx,Ot,0.5
oawsiw,Fr,0.5
vfakwq,Sp,0.5
whpmms,Ot,0.5
lqpqev,Ot,0.5
nmyovo,St,1.0
bkjzte,Ot,0.5
uxmzbn,Fr,0.5
eimjir,Ot,0.5
lnqjhz,Ot,0.5
comdra,St,1.0
xnbhvr,Ot,0.5
saweks,Fy,0.5
kxugyx,Ot,0.5
ksluim,Fy,0.5
kdzfdu,Fy,0.5
kufdri,Ot,0.5
kgarls,Ot,0.5
hqnrgn,St,1.0
frujmo,Fy,0.5
modgsf,Ot,0.5
vkktfq,Ot,0.5
gctcsh,Fr,0.5
modssi,Sp,0.5
emnvsl,Fy,0.5
kovely,Ot,0.5
csmywj,Ot,0.5
njvtce,Ot,0.5
sogjtc,Ot,0.5
downly,Fr,0.5
zpvdgt,Ot,0.5
flzgvz,Fr,0.5
hdpvny,Fr,0.5
qjqesd,Ot,0.5
envzxm,Ot,0.5
rufrjz,Ot,0.5
yswpdc,Fy,0.5
ivofab,Ot,0.5
ihxwbr,Ot,0.5
ctfshm,Fr,0.5
hmmwkh,Ot,0.5
jbsqzy,Fy,0.5
sjpicr,Fy,0.5
sofiel,Ot,0.5
zqaxov,Fy,0.5
bniooc,St,1.0
ltslzl,Ot,0.5
vyfang,St,1.0
pmlxaw,Ot,0.5
qkfsip,Fy,0.5
sjnfki,Ot,0.5
gvxuos,Ot,0.5
bwxrwy,Ot,0.5
nzotvi,Fy,0.5
cekmkp,Ot,0.5
asdrzp,Ot,0.5
oitowe,Ot,0.5
prkrwp,Ot,0.5
azfcvh,Fr,0.5
dkdeob,Fr,0.5
svuvju,Fr,0.5
ulhqte,Ot,0.5
hcwtzr,Fy,0.5
meopcw,Fr,0.5
iofhqc,Fy,0.5
qrzfdu,Ot,0.5
mmfrfy,Ot,0.5
nqtkxt,Fr,0.5
kfklsu,Fy,0.5
zimjzs,Sp,0.5
hyjrkr,Fr,0.5
qnhthk,Sp,0.5
tqsozj,Ot,0.5
rbhrms,Ot,0.5
xfaoyx,Fr,0.5
rgxesv,Ot,0.5
nrxrps,Fr,0.5
rkazwg,Ot,0.5
dxeswl,Fy,0.5
zplxac,Ot,0.5
cbuwhx,Sp,0.5
kztbgz,Ot,0.5
sewkqp,Ot,0.5
fjmuxl,Fy,0.5
ehyhjl,Fr,0.5
lyrlpm,Fy,0.5
ypyqhi,Ot,0.5
jqbjhw,Fr,0.5
otdfkn,Fr,0.5
rwdwvj,Fy,0.5
kqvvin,Ot,0.5
ssvcwm,Fr,0.5
thoelw,Fr,0.5
yqenrr,Ot,0.5
teqgny,Ot,0.5
lpzurh,Fy,0.5
jwblmd,St,1.0
jymmsw,Fr,0.5
eisppy,Fy,0.5
dupdpm,Sp,0.5
lzsgpi,Fr,0.5
mlbjve,Ot,0.5
xytbxu,Fr,0.5
fheife,Ot,0.5
oocjqk,Ht,1.0
mdoice,Ot,0.5
ggqpzf,Ot,0.5
wlgdfj,Ot,0.5
dqjsgt,Fr,0.5
jytipx,Fr,0.5
jyagdv,Ot,0.5
memifd,Ot,0.5
efdxgm,Ot,0.5
psfnio,Fr,0.5
riotar,Fy,0.5
exqidx,Ot,0.5
oieolp,Fy,0.5
ijistm,Ot,0.5
ooqfym,Sp,0.5
wpjevz,Fy,0.5
tfrdff,Ot,0.5
ifhggn,Fy,0.5
shanua,Ot,0.5
qptmip,Ot,0.5
pmknkw,Fr,0.5
rrffrr,Fr,0.5
pdvmsz,Ot,0.5
yawbyl,Fy,0.5
esywjj,Ot,0.5
pkmwcy,Ot,0.5
jjhivr,Ot,0.5
dkqdwl,Ot,0.5
crwkzl,Fr,0.5
reipwk,Ot,0.5
mckvnn,Ot,0.5
bzlsjr,Sp,0.5
fsymik,Fr,0.5
dcpiba,Ot,0.5
xcuivt,Fr,0.5
qrwgpw,Ot,0.5
tjdtqo,Ot,0.5
tduqkf,Fy,0.5
qosuuy,Fy,0.5
nvmuzu,St,1.0
vwrvhh,Ot,0.5
sbwtsi,Ot,0.5
zpmknf,Fy,0.5
hpuovx,Ot,0.5
riuvvz,Ot,0.5
unhzxa,Fy,0.5
nmetmm,Ot,0.5
vkkulw,Ot,0.5
oyvrhw,Fy,0.5
dyxhfc,Fr,0.5
admrpr,Fr,0.5
mvnmzy,Ot,0.5
hbebhs,Fr,0.5
riarqt,Fy,0.5
mqaypu,Ot,0.5
fkcicg,Ot,0.5
ouuytw,Ot,0.5
eukixo,Ot,0.5
ibrrec,Sp,0.5
acvhih,Fy,0.5
slwcha,Fr,0.5
xibhjm,Ot,0.5
emmecf,Ot,0.5
evtmns,Fy,0.5
boojne,Ot,0.5
dkcaax,Fy,0.5
ssrsug,Ot,0.5
czfhvb,Ot,0.5
tnsmog,Fy,0.5
migcgg,Ot,0.5
umfhgy,Fy,0.5
ehtepl,Ot,0.5
lztgfz,Ot,0.5
mpljef,Fr,0.5
qeagld,Fr,0.5
olnpbj,Ot,0.5
rakijq,Fr,0.5
dhrtsf,Fr,0.5
xgomom,Fy,0.5
lrezdc,Ot,0.5
yyyuvp,Ot,0.5
xiihsf,Ot,0.5
xgohhz,Ot,0.5
cxynah,Ot,0.5
vqappm,Ot,0.5
lpxvls,Ot,0.5
szpesf,Fr,0.5
jzgkld,Ot,0.5
yzlaqt,Ot,0.5
drpktn,Sp,0.5
zoorsq,Ot,0.5
majuyl,Ot,0.5
grsnfm,Fr,0.5
eefvxj,Ot,0.5
onzrnl,Ot,0.5
jovqoz,Fr,0.5
zgypfl,Ot,0.5
phsqrj,Sp,0.5
ikirvv,Ot,0.5
yoqcgr,Ot,0.5
dvueie,Fr,0.5
tyyfwp,Ot,0.5
casevi,Fr,0.5
nmrfqj,Ot,0.5
ddjqbp,Ot,0.5
zbajlw,Ot,0.5
ypgmua,Ot,0.5
fstjnv,Sp,0.5
radshc,Ot,0.5
gtmhof,Fr,0.5
zzrzrf,Fr,0.5
emrtcx,Sp,0.5
lopaye,Sp,0.5
adykpx,Fr,0.5
sjurov,Fr,0.5
tvnrac,Fr,0.5
wlscuq,Fr,0.5
tvdobq,Ot,0.5
hllbrx,Ot,0.5
nefuwx,Ot,0.5
gnbsom,Ot,0.5
vspemh,Ot,0.5
iujqak,Ot,0.5
bcfvuv,Ot,0.5
qauzra,Ot,0.5
mmngbv,Ot,0.5
rhtadj,Ot,0.5
yslkoh,Ot,0.5
vidaed,Ot,0.5
swgmxe,Fy,0.5
lpzloh,Fy,0.5
egnjmp,Fr,0.5
dstfdb,Ot,0.5
ehahaw,Fr,0.5
mciosr,Fr,0.5
mjbdja,Ot,0.5
ofbusg,Ot,0.5
ftkfnd,Fy,0.5
bhyzsg,Ot,0.5
qulgce,Fy,0.5
dzqkej,Fr,0.5
ukxcrs,Ot,0.5
zomtwj,Ot,0.5
lqasht,Ot,0.5
elfijx,Ot,0.5
sgipxk,Ot,0.5
rllykq,Fy,0.5
cxejel,Ot,0.5
wifnlq,Ot,0.5
ofyfyh,Ot,0.5
elbxax,St,1.0
zqsbue,Fy,0.5
katcdt,Ot,0.5
uatibr,Ot,0.5
culnxh,Fr,0.5
oinxub,Ot,0.5
fmfslv,Ot,0.5
cdpnve,Ot,0.5
pwrvcu,Fy,0.5
kculfa,St,1.0
pmrrfp,Fr,0.5
skukct,Ot,0.5
hwhszq,Ot,0.5
oyynae,Fr,0.5
dsyacx,Ot,0.5
ghrkll,Fy,0.5
cbwabl,Sp,0.5
qvulga,Ot,0.5
wdcroj,Fy,0.5
bekgfu,Ot,0.5
cfkgds,St,1.0
szujzj,Ot,0.5
fjlymz,Ot,0.5
pqeduh,Fr,0.5
wthrdq,Fr,0.5
fmbglt,Sp,0.5
cwbqel,Ot,0.5
hgpmvt,St,1.0
rhlird,Ot,0.5
cpcmyi,Fy,0.5
nouomy,Ot,0.5
xsmzyt,Ot,0.5
usksre,Fy,0.5
lughgi,Ot,0.5
ejimkn,St,1.0
fyezbx,Fr,0.5
aircuv,Ot,0.5
iznjvh,Fy,0.5
nrnyfz,Fr,0.5
ankoid,Fy,0.5
orkzvn,St,1.0
sahaji,Ot,0.5
qfilbz,Fr,0.5
gomdoj,Ot,0.5
oqltsv,Ot,0.5
pknquy,Sp,0.5
mdcdow,Ot,0.5
nexqyb,Fr,0.5
fbmqfh,Fy,0.5
oplgvr,St,1.0
nodpnc,St,1.0
omkulk,Fy,0.5
xoszdl,Ot,0.5
kfhxty,Ot,0.5
mdeslr,Ot,0.5
hbkmni,Fr,0.5
difqab,Sp,0.5
syyxka,Ot,0.5
wgqmbh,Fy,0.5
fhlnvk,Ht,1.0
puttpi,Fy,0.5
qwqfzg,Fr,0.5
dcojzt,Ot,0.5
oemqdx,Ot,0.5
nvvboa,Fr,0.5
hcnkle,Fr,0.5
wglele,Fr,0.5
ptxpnk,Ot,0.5
tjmtco,Fr,0.5
ehufcq,Ot,0.5
qokrqd,Fy,0.5
votqli,Ot,0.5
foskcy,Fr,0.5
fanbpk,Ot,0.5
gaauru,Fr,0.5
dezjnh,Ot,0.5
glldwq,Fy,0.5
nokkng,Ot,0.5
uvhpsg,Fr,0.5
jmnskw,Fy,0.5
dmhtqv,Ot,0.5
gbmuzu,Ot,0.5
ulsxmy,Fr,0.5
wjlhss,Ot,0.5
xjrvme,Ot,0.5
kcsrdk,Fr,0.5
ptgnhh,Fr,0.5
fqxeme,Fr,0.5
qgwkmm,Ot,0.5
xrnwhx,Ot,0.5
wluuia,Fy,0.5
tozpcb,Fr,0.5
reemmi,Sp,0.5
dpjwaf,Fr,0.5
ypunmd,Fr,0.5
eulnnt,Ot,0.5
msheeg,Ot,0.5
sntkyo,Ot,0.5
iautsf,Ot,0.5
ojjpvx,Ot,0.5
kfqahr,St,1.0
bqydvg,Sp,0.5
yzjpvp,Ot,0.5
bvjmrp,Ot,0.5
lgfhux,Fr,0.5
phlguh,Ot,0.5
exnpgy,St,1.0
vbqdfh,Ot,0.5
ijhzqg,Fy,0.5
fznkjh,Fy,0.5
rzdyjr,Ht,1.0
ymkfqx,Ot,0.5
innreb,Ot,0.5
jsadys,Ot,0.5
rvjzze,Fr,0.5
ugscsk,Ot,0.5
uurbau,Ot,0.5
mnylnp,Fy,0.5
zeaglx,Ot,0.5
nvaaze,Ot,0.5
mkedob,Ot,0.5
pegiei,Fy,0.5
pdniem,Ot,0.5
pigfgl,Fy,0.5
gbugld,Fy,0.5
gvlerh,Fr,0.5
xshrxg,Fy,0.5
pamodi,Ot,0.5
ilikcz,Ot,0.5
lxuuqm,Ot,0.5
smqnsv,Fy,0.5
xjvfli,Ot,0.5
igirfo,Fr,0.5
chiard,Ot,0.5
mgrqcp,Ot,0.5
sbnuzt,Ot,0.5
lvginp,Fy,0.5
hsxkkw,Fr,0.5
yuzsov,Fr,0.5
rxbvua,Ot,0.5
igfmwz,Ot,0.5
bvmyev,Ot,0.5
tugbys,Fr,0.5
srljgk,Fr,0.5
wwzpjk,Ot,0.5
cuxinw,Fr,0.5
zjpvlp,St,1.0
wycedz,Fr,0.5
zlddbm,Sp,0.5
opslzv,Ot,0.5
hlqdll,Ot,0.5
ntjydy,Ot,0.5
wetbli,Fy,0.5
utxotj,Ot,0.5
mdgtep,Fy,0.5
jwwetw,Ot,0.5
murywx,Ot,0.5
nsxslq,St,1.0
qqnlab,Ot,0.5
lcnvva,Fy,0.5
izixcl,Fy,0.5
wdudva,Ot,0.5
ccukuy,Sp,0.5
cehnxw,Ot,0.5
vgjfsy,Ot,0.5
ehsxvp,St,1.0
eboucw,Fy,0.5
yefozx,St,1.0
ycjzqh,Ot,0.5
pbjsej,Ot,0.5
vmuzsm,Fy,0.5
svdsud,Ot,0.5
mmmpgu,Fr,0.5
dcmafc,Ot,0.5
sifeek,Ot,0.5
dbtnwa,Ot,0.5
dvxskd,Ot,0.5
jmxkog,Ot,0.5
rmiwbz,Ot,0.5
nkvmpi,Ot,0.5
ddhahe,Ot,0.5
vqxxap,Fr,0.5
pwdxck,Fr,0.5
zizrfx,Fr,0.5
mmkguy,Ot,0.5
doisnb,Ot,0.5
fatgvv,Ot,0.5
bjdpyl,Ht,1.0
gnjrzs,Fr,0.5
vwxevn,Sp,0.5
yfokew,Ot,0.5
vdfbne,Fr,0.5
cgmdbf,St,1.0
kkhtea,Ot,0.5
rrczkr,Ot,0.5
vgtmgh,Ot,0.5
pnwgfx,Fy,0.5
idvlxi,Ot,0.5
qlhqqu,Ot,0.5
tfkfyz,Fr,0.5
nzthxz,Ot,0.5
orzaue,Fy,0.5
lgzufm,Ot,0.5
jjzqhm,Ot,0.5
eahrfv,Ot,0.5
drgcum,Ot,0.5
kzkfgn,Ot,0.5
xvuuia,Fy,0.5
ggjhcr,Ot,0.5
kmllor,Fr,0.5
mmovkp,Ot,0.5
jhuwvo,Fr,0.5
czgzff,Fy,0.5
mukrpm,Ot,0.5
cmzsdu,Ot,0.5
hwjtpr,Ot,0.5
rbbcbw,Fr,0.5
qklveq,Fy,0.5
ebwzkm,Ot,0.5
wbyotn,Ot,0.5
qulhrc,Fr,0.5
vqdcjm,Fr,0.5
qloclp,Fr,0.5
xrptex,Sp,0.5
dsddeo,Ot,0.5
ioedyb,Sp,0.5
aahxhn,Fy,0.5
chphjk,Ot,0.5
tsnkpe,Fr,0.5
kyiwge,Fr,0.5
bsszdr,Ot,0.5
lnxzlw,Fy,0.5
zsawct,Fr,0.5
vnaipc,Ot,0.5
anqoya,Fr,0.5
sqotvd,Fy,0.5
gyvxbc,Ot,0.5
slenum,Ot,0.5
xpudwv,Ot,0.5
pqqlcg,Ot,0.5
yzimhk,Ot,0.5
plxttt,Ot,0.5
sbejun,Ot,0.5
vktrgx,Ot,0.5
eswvmu,Fr,0.5
tvukne,Ot,0.5
hgfhns,Ot,0.5
rvoyrs,Ot,0.5
fsulfs,Ot,0.5
pbuqqc,Ot,0.5
mofweu,Ot,0.5
oekbkn,Ot,0.5
rptqet,Ot,0.5
gcokvg,Fr,0.5
bcbulg,Sp,0.5
loywkh,Ot,0.5
ywsxua,Ot,0.5
bvaysu,Ot,0.5
photqg,Ot,0.5
cctavd,Ot,0.5
wicrut,Ot,0.5
aezxbd,Ot,0.5
lkvoxm,Ot,0.5
iybpyq,Ot,0.5
jmkyak,Ot,0.5
jnddjo,Fr,0.5
vtpibc,Fy,0.5
mmoujp,Fr,0.5
cequow,Fr,0.5
bexbzg,Ot,0.5
sjceuk,Fr,0.5
lvrlfd,Fr,0.5
fphdgk,Fy,0.5
jphhsr,Fr,0.5
tbqhee,Fy,0.5
qaxidc,Ot,0.5
pbyxpc,Ot,0.5
gqvhgf,Fy,0.5
nrbkag,Ot,0.5
stczay,Fr,0.5
bagsur,Fy,0.5
kgfgmc,Fr,0.5
alrxej,Fr,0.5
kptvjo,Fr,0.5
xqvrqi,Fr,0.5
mvydvh,Ot,0.5
ztvcur,Ot,0.5
owanhu,Fr,0.5
wxooue,Fy,0.5
iuuime,Ot,0.5
gzwydu,Ot,0.5
wfzzxl,Fy,0.5
skwxpv,St,1.0
jvjaul,Ot,0.5
nqifhv,Ot,0.5
yhbsvg,Ot,0.5
zivfkt,Fr,0.5
hkgjgc,Ot,0.5
tzltic,Ot,0.5
tdrwho,Ot,0.5
zfokfn,Ot,0.5
pcmggd,Fy,0.5
yilmgz,Fr,0.5
namzol,Ot,0.5
xswmst,Ot,0.5
mqbuqv,Fr,0.5
gaapes,Ot,0.5
cwzegk,Fr,0.5
jehnzn,Ot,0.5
enspsm,Ot,0.5
mhxoou,Fr,0.5
mpnhnv,Ot,0.5
kyktbx,Ot,0.5
bqxwld,Ot,0.5
bohrqm,Fy,0.5
dewryb,Fy,0.5
nvhqpf,Ot,0.5
oipfwa,Fr,0.5
vkysyc,Ot,0.5
vcrfrs,Ot,0.5
tveafo,Ot,0.5
lgbvae,Fr,0.5
nsxebw,Ot,0.5
ngshkk,Fy,0.5
eknsyx,Fr,0.5
cfpddn,Ot,0.5
rrnext,Ot,0.5
obmrzt,Ot,0.5
junduj,Ot,0.5
enwzhz,Ot,0.5
aqavhq,Fr,0.5
aejijg,Sp,0.5
wqesky,Ot,0.5
ydvtyy,Ot,0.5
nvssdk,Ot,0.5
lrzicv,Ot,0.5
fnaibx,Ot,0.5
czjnbd,Fr,0.5
otebgw,Ot,0.5
cvztha,Fr,0.5
vxlzzt,Ot,0.5
cruzls,Fr,0.5
jleevw,Ot,0.5
gdgpmc,Ot,0.5
jwceot,Ot,0.5
fddfjh,Fr,0.5
phcned,Ot,0.5
regjlb,Fr,0.5
vizieq,Ot,0.5
zktjlr,Fr,0.5
xlorhw,Ot,0.5
ndtdzj,Ot,0.5
nrqujk,Fr,0.5
pkaton,Fr,0.5
jwlyls,St,1.0
nxhzct,Ot,0.5
nyqbnh,Ot,0.5
zqndxb,Fy,0.5
pqlxkx,Ot,0.5
hxwriz,Ot,0.5
iehvpz,Fy,0.5
oxeway,Fr,0.5
tfbvsv,Ht,1.0
vkiuvw,Ot,0.5
yoqang,Sp,0.5
rvqzyy,Ot,0.5
zzacns,Fy,0.5
auekld,Fy,0.5
sribtt,Fy,0.5
tkarxz,St,1.0
pzhrlm,Fr,0.5
dwlmss,Fr,0.5
cvqvlq,Fr,0.5
pvtzgf,Ot,0.5
nhdncs,Fr,0.5
onmmky,St,1.0
bvyepl,Ot,0.5
bejisq,Fy,0.5
tnmsvh,Fy,0.5
bmdenq,Ot,0.5
pvyryr,Fy,0.5
aqussb,Ot,0.5
lptncb,Ot,0.5
ooqlei,Fr,0.5
jbwkav,Ot,0.5
kokctz,Ot,0.5
ljhefy,Fr,0.5
lzqmiu,Fy,0.5
luyano,Ot,0.5
dhzdvp,Ot,0.5
ianskp,Ot,0.5
jpluua,Fy,0.5
yarlzm,Fr,0.5
jfzmya,Ot,0.5
akpxpt,Ot,0.5
wcielc,Fy,0.5
uoxoez,Fy,0.5
hkequf,Ot,0.5
lklvdb,Ot,0.5
umhakw,Fy,0.5
vtbsfp,Ot,0.5
eouswt,Ot,0.5
yabulv,St,1.0
bsahkf,Ot,0.5
inavpo,Sp,0.5
iydiqe,Ot,0.5
pflikl,Fy,0.5
jliteg,Fr,0.5
xtfnsl,Ot,0.5
tfdnej,Ot,0.5
jezijo,Ot,0.5
gtfqrp,Ot,0.5
gegdep,Fr,0.5
niowge,Fy,0.5
wpixxd,Fy,0.5
yevzfz,Ot,0.5
ptirck,Fy,0.5
ttmaxe,Ot,0.5
szifgq,Ot,0.5
tisfql,Ot,0.5
ghdzfj,Ot,0.5
mudbng,Fr,0.5
xbnjnb,Ot,0.5
znggnp,Ot,0.5
gkjrkv,Ot,0.5
lchbyy,Fr,0.5
eeucrz,Ot,0.5
fyueyr,Fy,0.5
ioconr,Ot,0.5
mjozyf,Fr,0.5
whsdpg,Fy,0.5
xixtct,Fr,0.5
rbjwgl,Fy,0.5
xvraht,Ot,0.5
njklrv,St,1.0
lhpung,Ot,0.5
blkmue,Ot,0.5
tobazw,Fr,0.5
yrpshf,Sp,0.5
hewxxc,Ot,0.5
kebdsn,Ot,0.5
rtjxzu,St,1.0
omhwau,Sp,0.5
wcsxoj,Ot,0.5
uwgzfx,Ot,0.5
jsodrg,Ot,0.5
utexvs,Fr,0.5
fsoefm,Ot,0.5
dhqkjz,Ot,0.5
xuvymc,Fr,0.5
jkotns,Fr,0.5
zhtzpv,Ot,0.5
stkxnc,Ot,0.5
dekdoq,Ot,0.5
uqiunh,Fy,0.5
ephcjj,Ot,0.5
zmytct,Fr,0.5
fhoblf,Fr,0.5
ezsvka,Fr,0.5
lhccvd,Fy,0.5
nvlljm,Ht,1.0
rmbnbe,Ot,0.5
zdqjwd,St,1.0
wgsutn,Fr,0.5
uaijzs,Ot,0.5
ppmlnm,Ot,0.5
vzxyxf,Fr,0.5
bulcrw,Fr,0.5
yflkhm,Fr,0.5
ztsfyl,Fr,0.5
knuuke,Ot,0.5
twmnwp,Fy,0.5
rngxiz,Fr,0.5
qnuhal,Ot,0.5
zwqxyt,Sp,0.5
espwft,Fr,0.5
mbwuiq,Fy,0.5
euvnxj,Ot,0.5
niitbn,Ot,0.5
oxscnn,Ot,0.5
wbfxsu,Fy,0.5
eefvpb,St,1.0
taegop,Ot,0.5
uxyrqj,Fr,0.5
ntriem,Ot,0.5
gdbiwp,Fy,0.5
wotwgz,Fy,0.5
emjcga,Ot,0.5
rpzgsu,St,1.0
vuixaw,Fy,0.5
xsldtl,Ot,0.5
tlvlmn,Ot,0.5
neluky,Fy,0.5
gmejyd,Ot,0.5
jrafis,Ot,0.5
aojvfs,Fr,0.5
oplils,Ot,0.5
sjbryt,Ot,0.5
estplq,Ot,0.5
ipewaf,Fy,0.5
cqmtvd,Sp,0.5
bemqmr,Fy,0.5
gtekct,Fr,0.5
rrdkxj,Ot,0.5
suldud,Ot,0.5
aftxvv,Ot,0.5
bcebxs,Ot,0.5
pycyms,Ot,0.5
zogfwl,Ot,0.5
xsvieu,Fy,0.5
ggyraj,Fr,0.5
xbyhqj,Ot,0.5
emlmxg,Fr,0.5
zytpfu,Ot,0.5
gwanle,Fr,0.5
uhkhop,Fr,0.5
tzmqap,Fr,0.5
sxnbye,Fr,0.5
uqalyz,Fy,0.5
rnuqkl,Fr,0.5
nrupkt,Ot,0.5
spzzgx,Ot,0.5
zmzknq,Ot,0.5
dbgacm,Fy,0.5
bknuri,Fy,0.5
dtogqv,Ot,0.5
vymebt,Ot,0.5
bpgqno,Fr,0.5
phbbnt,Ot,0.5
wyfmbw,Ot,0.5
uoweon,Ot,0.5
jubotu,Fr,0.5
txodum,Fr,0.5
wsokxd,Ot,0.5
zeeyis,Sp,0.5
grinnp,Fy,0.5
juylvd,Ot,0.5
axekuh,Fy,0.5
qcutvn,Fr,0.5
qbtzcs,Ot,0.5
nnspdy,Ot,0.5
vbfybd,Fr,0.5
jqjjws,Ot,0.5
rwuazz,St,1.0
uofbdl,Ot,0.5
bncknz,Ot,0.5
arbhpc,Ot,0.5
lzgupd,Ot,0.5
fnmsjd,Ot,0.5
ktkchn,Fr,0.5
enasnb,Ot,0.5
bnrzng,Fr,0.5
adfhhp,Fr,0.5
xvbypz,Fy,0.5
gpuulc,Ot,0.5
gorlve,Ot,0.5
zeubcj,St,1.0
oymayg,Fr,0.5
ddbiiw,Fr,0.5
nvzwxr,Fy,0.5
djfjmg,Ot,0.5
eerpso,Fr,0.5
xxponv,Ot,0.5
ahktll,Fy,0.5
zbaxbe,Ot,0.5
xkglhn,Ot,0.5
prbcza,Ot,0.5
emfytc,Ot,0.5
kusokf,Ot,0.5
uqvgfq,Ot,0.5
spfxlg,Ot,0.5
lkelru,Fr,0.5
neztfr,Ot,0.5
hlcvoc,Ot,0.5
xmtmfc,Fr,0.5
djipcj,Ot,0.5
rmefso,Fy,0.5
oeoupx,Ot,0.5
wkabfk,Fr,0.5
djuqlr,Ot,0.5
exohpo,Ot,0.5
hmoqfh,Fy,0.5
mtnadn,Ot,0.5
lmfabn,Fy,0.5
onqxgt,Ot,0.5
lgtmxq,Fy,0.5
uejwxi,Fy,0.5
vipkzu,Ot,0.5
zrwxog,Ot,0.5
npvzgs,Fr,0.5
qsrglk,Ot,0.5
xlndrn,Sp,0.5
hznzmc,Ot,0.5
cbjfsa,Ot,0.5
teuquu,Ot,0.5
zwweny,Ot,0.5
uqxoki,Ot,0.5
cgmigu,Fr,0.5
ckvqed,Fy,0.5
cansgv,Ot,0.5
eectod,Ot,0.5
aivymr,Fy,0.5
taivtf,Ot,0.5
dcqtfn,Ot,0.5
vmbwcq,Ot,0.5
ldieyq,Fy,0.5
qsuaby,Fy,0.5
mcigfe,Fr,0.5
gcsxpw,Ot,0.5
tykmxi,Fr,0.5
ulfgdl,Fy,0.5
cqkyhc,Ot,0.5
ruqmdp,Ot,0.5
xjdpfw,Fy,0.5
ovboqr,Fr,0.5
wdcaod,Ot,0.5
gtqihl,Ot,0.5
pnitwg,Fy,0.5
vpvxwv,Ht,1.0
vewmof,Fy,0.5
zclpwl,Fy,0.5
cdzhdv,Fr,0.5
tonooe,Ot,0.5
yqeygc,Fy,0.5
aifijw,Ot,0.5
vnjewk,Ot,0.5
ktjvbj,St,1.0
nkmzfi,Ot,0.5
yiiqiz,Ot,0.5
maazzb,St,1.0
ywrver,Ot,0.5
jkybyp,Ot,0.5
ezvesb,Fy,0.5
zepwrl,Fr,0.5
cqiuoa,Ot,0.5
osehtc,Ot,0.5
qtkqms,Fr,0.5
dnywmw,Sp,0.5
uvdtgt,Ot,0.5
iwjeda,Fy,0.5
cslpmm,Fy,0.5
gjwyzz,Fy,0.5
ccalsp,Ot,0.5
zldgje,Ot,0.5
vhlijk,Ot,0.5
godcgy,Ot,0.5
qfmbag,Ot,0.5
mabnel,Fy,0.5
xdbnwf,Fr,0.5
reprkn,Fy,0.5
cjceqp,Fr,0.5
kggbqm,Ot,0.5
rqgxbp,Ot,0.5
sfygsn,St,1.0
guspbu,Ot,0.5
jqftkt,Ot,0.5
duvpik,Ot,0.5
weeewu,Fr,0.5
wqvjmf,Sp,0.5
